time,Y1,Y2
80005,-0.05703889750969116,-0.3546715723456844
80006,-0.026486483772839894,-0.41100798924571214
80007,-0.017039462604495546,-0.24194178343001282
80008,0.03049391244195842,-0.25127187150000585
80009,0.06374754063944785,-0.22587387989779434
80010,0.02708282866518124,-0.36166911960749465
80011,-0.012484230396819286,-0.3093341984094424
80012,0.022650955288603912,-0.26357597008931055
80013,-0.0298461589695202,-0.21565156171990862
80014,-0.0005334784704832296,-0.19058569409211962
80015,0.07081384801387139,-0.2581490261287896
80016,0.06539520065814873,-0.19478443968155623
80017,-0.0235936366972777,-0.25989605908224905
80018,-0.021722214121166684,-0.25670953391213114
80019,-0.036459486342702345,-0.26237442677701195
80020,0.008403778056894712,-0.24890809187675617
80021,0.03456948533554728,-0.2618199211706394
80022,-0.021804252882154273,-0.22287908802311834
80023,-0.01099376881038194,-0.1925579819739331
80024,-0.06355554449472368,-0.17787494769619355
80025,0.009707441826894325,-0.16305695596965325
80026,0.05306243237077325,-0.19123349389019095
80027,-0.02103037190757675,-0.12485664902457788
80028,-0.013188000782780936,-0.1619769487715494
80029,-0.01211124763312166,-0.17503488748493234
80030,0.0036802357193849505,-0.15543695801161062
80031,-0.002277135604715109,-0.1428665629673716
80032,0.0037070957132296807,-0.16243841415292049
80033,0.0018813082085771884,-0.1616108963721295
80034,-0.009616176618067702,-0.16037883627370497
80035,-0.008992976521743114,-0.14511889313148765
80036,-0.009058177475901413,-0.15390490172335408
80037,0.0005968714709081004,-0.13894167902697752
80038,0.009185050704504049,-0.08033690603235771
80039,0.003943493281692713,-0.10951047819360094
80040,-0.008572767385564357,-0.13506239559415137
80041,-0.008447298551371355,-0.12845258953619518
80042,-0.0034716900392431187,-0.13091135151504607
80043,0.0026276754518358824,-0.13103680176066884
80044,0.0072604095839375275,-0.12980164031869057
80045,-0.006243099733348286,-0.12993752357395555
80046,-0.009442670028099613,-0.12528940190762777
80047,-0.0016939740602759695,-0.1317410707815378
80048,0.00040921551434984754,-0.11652832233160114
80049,0.0030401374318251217,-0.06351658792292114
80050,-0.0003999736247470068,-0.079348617577679
80051,-0.008753721503413914,-0.10627666125033197
80052,-0.004560975308766525,-0.10298999887308688
80053,-0.0045720172994134865,-0.10232761326291279
80054,0.0005852460855472969,-0.10325940071335293
80055,0.004984293836273191,-0.10119937243470178
80056,-0.004722494623605072,-0.10386416709235391
80057,-0.006684302923417151,-0.09905537392414301
80058,-0.0019488990243886162,-0.1083750657620681
80059,0.0005677269059610312,-0.09663428587204362
80060,0.0028344063154258003,-0.05103261643780512
80061,-0.00039918972851708595,-0.05976300842080334
80062,-0.007282426614897018,-0.08514072935685811
80063,-0.005388384728892592,-0.08606707415390655
80064,-0.004652700451283957,-0.08782806564669401
80065,-0.0008025070319979555,-0.0878103899499202
80066,0.003914494458383582,-0.08595691835466047
80067,-0.003994537396274651,-0.08855195428350097
80068,-0.006701631881350813,-0.08600684566243538
80069,-0.0021361671106488816,-0.09383153929657687
80070,-5.4801135197607605e-05,-0.08557237386102846
80071,0.0020827183408317325,-0.04647093020616009
80072,-0.0002597464061661744,-0.04905865715406316
80073,-0.006282168799255514,-0.07178958893250502
80074,-0.00530876730865726,-0.07468777872905216
80075,-0.004633278188056652,-0.07598495957167786
80076,-0.0014149280918854797,-0.07630581095107719
80077,0.003008096293831102,-0.07469813019901925
80078,-0.003030905013558794,-0.07727356116487936
80079,-0.006055025296094137,-0.07543925361424803
80080,-0.0026079077820038007,-0.0824591677585001
80081,-0.0004781906353764371,-0.07744184132985149
80082,0.0014940115983021855,-0.04442763374387688
80083,-0.00018603622514530137,-0.042727860650913024
80084,-0.005391687231733127,-0.06235138111825254
80085,-0.005242752255800932,-0.06694979677638567
80086,-0.0045690399558831665,-0.06847218790980002
80087,-0.0019940587374179626,-0.06895459879274023
80088,0.0020863629499210893,-0.06773145746629114
80089,-0.0024428932679813067,-0.07003148529592648
80090,-0.005622339838943085,-0.06900162990983598
80091,-0.0030101942052187802,-0.07502767485116262
80092,-0.0009788703223863992,-0.07239886097291887
80093,0.0008843833180752054,-0.04477641377879908
80094,-0.00024329996614274154,-0.0400477579001733
80095,-0.004690981699423325,-0.05644851087562108
80096,-0.005049301868234713,-0.06201403799513747
80097,-0.004502769320592285,-0.06352277044936755
80098,-0.002393324808868912,-0.06412969617796782
80099,0.001293566449638856,-0.06319938434113544
80100,-0.002025349854301575,-0.06518895554009403
80101,-0.005157266446319415,-0.06461146933474804
80102,-0.003299521214337641,-0.06978807706466834
80103,-0.001400597531300301,-0.0689484095541457
80104,0.0003431797166060157,-0.046067277105734925
80105,-0.00034764380749060034,-0.039383395234805794
80106,-0.00411115602420708,-0.052722503042307786
80107,-0.0048292407548417345,-0.05882584605949177
80108,-0.004426899936374783,-0.060442101912095134
80109,-0.0027160039500438112,-0.06111041032523542
80110,0.0005765816323836828,-0.060441009598381834
80111,-0.001776252034774981,-0.06213327584686516
80112,-0.004744184253012707,-0.06189618018397727
80113,-0.003503192830794713,-0.06631800039826025
80114,-0.001776808625013699,-0.06673839318268232
80115,-0.00015183291254341862,-0.04796040384342491
80116,-0.0004977933917715213,-0.04012486954844123
80117,-0.003651552691118982,-0.05065509044983854
80118,-0.004591569857250749,-0.056909942864316915
80119,-0.004339180467094983,-0.05863566701751826
80120,-0.002955029863164271,-0.05932197989294307
80121,-4.1346714169741405e-05,-0.058847389032381264
80122,-0.0016362417326077096,-0.06026547031129697
80123,-0.004361335712694396,-0.06023874074162974
80124,-0.0036217096265540203,-0.06400057035172182
80125,-0.002091700101044215,-0.0652809602729492
80126,-0.0005887112804372225,-0.05001983477330017
80127,-0.0006724506534916655,-0.04164680071341698
80128,-0.0032889650040824362,-0.04969274339440574
80129,-0.004353814614597197,-0.05582063793309891
80130,-0.0042416959372803195,-0.057666915375628056
80131,-0.0031332931637161675,-0.058353331320562266
80132,-0.0005763834899851264,-0.05802976330491733
80133,-0.001583479043506455,-0.0592091800325267
80134,-0.004024754568187444,-0.05931565120926044
80135,-0.003679332657931993,-0.06250354758055732
80136,-0.002355798121518818,-0.06433613073616633
80137,-0.0009752284810812125,-0.052060627623365434
80138,-0.0008622167403070618,-0.04360098113899934
80139,-0.0030098276080446442,-0.04950411894182527
80140,-0.004125574000416937,-0.05529962234938811
80141,-0.004137071616938701,-0.057247459960915265
80142,-0.0032602668158616126,-0.057926649571284516
80143,-0.0010329009665222895,-0.05771408209228726
80144,-0.0015913373803760878,-0.05868834586068528
80145,-0.0037322025029864724,-0.058869634159812036
80146,-0.003687580815807552,-0.061558973613878895
80147,-0.002570101532786364,-0.0637130324229369
80148,-0.0013117702750273933,-0.05394937683107655
80149,-0.0010559170613017622,-0.04572511036497708
80150,-0.002798268143679667,-0.04982441336581305
80151,-0.003911670933721393,-0.05515010863671867
80152,-0.004027391767917899,-0.05717003767660539
80153,-0.0033458376002121724,-0.057843306358291165
80154,-0.00141939722955572,-0.05771288667459815
80155,-0.0016419868051348236,-0.05851411794238267
80156,-0.003484232341666816,-0.05873226224248937
80157,-0.0036606323341188043,-0.06099077765245179
80158,-0.0027407169562048118,-0.06329635283241952
80159,-0.0016034363082720194,-0.055627471022644016
80160,-0.0012478902406224974,-0.047857792949263164
80161,-0.0026431097745311487,-0.05047244131885969
80162,-0.003716301616185927,-0.055244684491213995
80163,-0.003915728381776963,-0.057298763751161524
80164,-0.003398212247994506,-0.05796968630576205
80165,-0.0017435337690115964,-0.05789954477335451
80166,-0.001720812389659323,-0.058555722074209914
80167,-0.003278087389053263,-0.05878518457845791
80168,-0.0036088529023894367,-0.06067261401737954
80169,-0.0028723306677604418,-0.06300702546061496
80170,-0.001853753247438451,-0.05706954561555829
80171,-0.001432954278049144,-0.04989353568215436
80172,-0.0025335214694527488,-0.05131459939408083
80173,-0.0035409861236632032,-0.05549323411253078
80174,-0.0038042742167794107,-0.057541581749438575
80175,-0.0034240649379190403,-0.05821395017538831
80176,-0.002012689827709684,-0.05818884374518613
80177,-0.0018166931337753316,-0.05872432294558104
80178,-0.003110345815308255,-0.058949110928107305
80179,-0.0035411740236209154,-0.06051846324827146
80180,-0.0029702785171730898,-0.0627958350979623
80181,-0.002066858395737789,-0.05827638756650346
80182,-0.0016080239791187838,-0.05177163428643286
80183,-0.002460768645222637,-0.05225733232524324
80184,-0.0033865077400110012,-0.05583552227564421
80185,-0.0036952896667013816,-0.05783966279987183
80186,-0.003429253734149214,-0.058515623948408105
80187,-0.002233959380218379,-0.05852501201701976
80188,-0.0019212923583629684,-0.058960482752639785
80189,-0.002976938170018959,-0.05917093719289592
80190,-0.0034645870893329164,-0.06046885485316976
80191,-0.0030395895789051175,-0.06263144060791952
80192,-0.002246550815389887,-0.059262191164127176
80193,-0.0017709379116779265,-0.05346010075628884
80194,-0.0024172039354625613,-0.053234345921996586
80195,-0.003252530127124429,-0.05623004314433035
80196,-0.003590480186963061,-0.05815566070747445
80197,-0.0034185576565324786,-0.05883523711356169
80198,-0.0024137903391950946,-0.05887211576831652
80199,-0.002028364836781703,-0.05922515870912669
80200,-0.00287351767710347,-0.059416057967864595
80201,-0.0033844883681170513,-0.060483491333919226
80202,-0.003085040504939575,-0.062494951840273545
80203,-0.0023965086104947527,-0.06004904040651918
80204,-0.0019204849545808864,-0.05494729952777315
80205,-0.002396440761519533,-0.054200239653713865
80206,-0.0031381665018763044,-0.05664886303119964
80207,-0.0034912495179486845,-0.05846730708540438
80208,-0.003396024602365427,-0.05914833946866568
80209,-0.0025581138854406512,-0.05920805912539713
80210,-0.0021334494335738152,-0.059493538018153914
80211,-0.002795788666300414,-0.05966258631019213
80212,-0.0033049194641145414,-0.06053526634415087
80213,-0.0031110347014983012,-0.062375260131341065
80214,-0.002520202242691931,-0.06066217255835566
80215,-0.0020561066156137083,-0.056234704817531504
80216,-0.0023931073256998493,-0.055124608502808876
80217,-0.0030420740348377456,-0.05707301692121246
80218,-0.003398602443413124,-0.058762054339579824
80219,-0.0033649777496341186,-0.059440563182403997
80220,-0.0026722404031441754,-0.05951997095670033
80221,-0.002233429658754632,-0.05975046124383967
80222,-0.0027396302740942836,-0.05989729172521783
80223,-0.003228757114990774,-0.06060624946718961
80224,-0.0031215255116603343,-0.06226622070073977
80225,-0.0026208783812599833,-0.06112735987151638
80226,-0.0021777467619838262,-0.05733221134531851
80227,-0.002402749286635438,-0.05598817949061615
80228,-0.0029626546431233093,-0.05748981800031214
80229,-0.003313214259646275,-0.059033748263849196
80230,-0.0033281518112552623,-0.059704444411286285
80231,-0.0027609088550952965,-0.05980122069322693
80232,-0.0023262712934936556,-0.059987345901371336
80233,-0.002701240986860533,-0.06011280193077536
80234,-0.0031579447531671807,-0.06068483451590134
80235,-0.003120003691695525,-0.0621646964531924
80236,-0.00270155753504355,-0.061469193917143665
80237,-0.00228572267731159,-0.058254647493470944
80238,-0.0024217090132025026,-0.056779750038881804
80239,-0.0028981740756324754,-0.057890846582576885
80240,-0.0032354593754970167,-0.05928018018306787
80241,-0.003287763223646935,-0.059937029021193626
80242,-0.002828297206282943,-0.06004923279974592
80243,-0.002410762453313095,-0.06019994999016998
80244,-0.002677190785430292,-0.06030560021515467
80245,-0.003093669497500665,-0.060763726461841056
80246,-0.0031094834963829522,-0.06206929557211851
80247,-0.002765019467962074,-0.061710154185087664
80248,-0.0023806166992247123,-0.05901939554686269
80249,-0.0024470164460194156,-0.057493971376849896
80250,-0.002846858865786464,-0.05827065734112095
80251,-0.0031654582127464753,-0.059501504558742244
80252,-0.0032455876218326473,-0.06013825786845308
80253,-0.002878062104957737,-0.06026403402614405
80254,-0.002486319404876344,-0.06038686255385672
80255,-0.0026644565018145287,-0.060474667700292514
80256,-0.003036533424072315,-0.06083855379874458
80257,-0.003092521933951247,-0.061979572205245075
80258,-0.0028138036699663924,-0.061870158158668746
80259,-0.0024631971619999077,-0.059644746594383354
80260,-0.002476293480024176,-0.05812966591173311
80261,-0.002806968434480835,-0.058625878952072295
80262,-0.0031031230308521365,-0.05969916789739585
80263,-0.0032030242395134074,-0.06030981825690834
80264,-0.0029133780241249107,-0.06044723458306038
80265,-0.0025528234440570434,-0.06054844386709322
80266,-0.0026604237287669156,-0.060620533778470015
80267,-0.0029866940933558667,-0.06090689288371933
80268,-0.0030712444867160003,-0.06189552628203766
80269,-0.0028502076748272323,-0.061966427082488305
80270,-0.0025343519424972367,-0.06014880491806931
80271,-0.002507664614546393,-0.058688569130593275
80272,-0.002776844272781985,-0.05895460992090095
80273,-0.0030482010963114926,-0.05987522923760699
80274,-0.0031611528054528407,-0.06045436623884479
80275,-0.002936980030133613,-0.06060134673894013
80276,-0.002610491652028483,-0.0606861128670812
80277,-0.002662873043989513,-0.060744638700607284
80278,-0.0029439848494427104,-0.06096760014311112
80279,-0.003047382170995353,-0.06181731212640634
80280,-0.0028762914665614843,-0.06201355382791478
80281,-0.0025950381283458713,-0.06054878774047082
80282,-0.002539678883327487,-0.05917438406437828
80283,-0.002754943826211551,-0.059256003181062486
80284,-0.0030003153632263122,-0.06003193782190313
80285,-0.003120784121293496,-0.0605750002637523
80286,-0.0029512070149479474,-0.06072932526154929
80287,-0.002659774023014081,-0.06080186535097551
80288,-0.00266995377241504,-0.06084890375087061
80289,-0.0029080130412009017,-0.06102035099944844
80290,-0.0030223126115504926,-0.06174507583181211
80291,-0.0028938841562429385,-0.06202368546165698
80292,-0.002646241910953907,-0.06086060544135184
80293,-0.0025712399342353344,-0.059592072140276696
80294,-0.002739860452634371,-0.05952997780511238
80295,-0.00295900011873212,-0.06017148757838165
80296,-0.0030825041467220145,-0.0606749177116679
80297,-0.0029580436810546073,-0.060834266696027116
80298,-0.0027012726459589736,-0.06089795783338431
80299,-0.00268015068027601,-0.060935450802287794
80300,-0.002878239219485875,-0.061065327492640514
80301,-0.002997103425837383,-0.06167887721815593
80302,-0.0029045938477236808,-0.06200676839747575
80303,-0.00268894793114219,-0.06109864159750859
80304,-0.002601544977783686,-0.05994732500141095
80305,-0.002730333556639632,-0.059777014923692515
80306,-0.002923732051715478,-0.0602958878049365
80307,-0.0030467129016643543,-0.06075719935516612
80308,-0.0029591608144104195,-0.0609192170289522
80309,-0.0027356792733468846,-0.0609767042182045
80310,-0.0026922471607284874,-0.061006423431919525
80311,-0.002854039468438256,-0.06110300768603918
80312,-0.0029725554181772758,-0.06161866177597076
80313,-0.0029098198100269783,-0.061970817710435076
80314,-0.002724115958302944,-0.06127567058233783
80315,-0.002630031524531057,-0.06024617412988164
80316,-0.0027252509525279643,-0.059998008936843615
80317,-0.002893956257838477,-0.06040690807219483
80318,-0.003013658363263715,-0.0608246832355992
80319,-0.00295595299990685,-0.06098705417746177
80320,-0.002763727771115301,-0.061040350147707464
80321,-0.0027052873845299,-0.06106387815157711
80322,-0.002834753202077153,-0.061134026183993995
80323,-0.002949244025326433,-0.06156426185947368
80324,-0.002910766515723961,-0.061922187733796034
80325,-0.0027526636941577398,-0.06140286866064795
80326,-0.002656331414299323,-0.06049470684395001
80327,-0.0027236456887637676,-0.060194155853611625
80328,-0.0028691075415512167,-0.06050606868134585
80329,-0.0029834659811476282,-0.060879900069316574
80330,-0.002949573595459745,-0.061040421477605473
80331,-0.0027861587532474917,-0.06109099976135497
80332,-0.00271853931960452,-0.06110972286374502
80333,-0.002819718763561483,-0.061159083399301525
80334,-0.002927557948572069,-0.06151541293155287
80335,-0.0029084590005915892,-0.06186582917534201
80336,-0.0027754545781708507,-0.06148988571722582
80337,-0.002680231421847681,-0.06069886404213909
80338,-0.002724688946517028,-0.06036686666251731
80339,-0.002848627308993575,-0.06059465694898342
80340,-0.0029561641631823186,-0.06092504993308177
80341,-0.0029409667538510993,-0.061081695514964535
80342,-0.002803693976577946,-0.0611305773202508
80343,-0.002731459795463594,-0.06114568668764658
80344,-0.0028082989120456563,-0.06117888816838713
80345,-0.002907734266309486,-0.0614717762220616
80346,-0.002903759007974991,-0.06180552465077711
80347,-0.0027932896777058355,-0.0615449541474499
80348,-0.0027016397752320253,-0.06086430097964716
80349,-0.002727680349019244,-0.0605176982875487
80350,-0.002831976518254409,-0.060673756436144574
80351,-0.0029317061315475555,-0.06096200583507042
80352,-0.0029308964839963522,-0.061112976767996326
80353,-0.0028170185295549616,-0.06116081157443511
80354,-0.0027436623941422904,-0.061173310106337406
80355,-0.0027998981262669204,-0.06119412292581173
80356,-0.0028898896816515326,-0.06143296254369489
80357,-0.00289738144905438,-0.06174409864631455
80358,-0.00280690290156314,-0.06157501802202108
80359,-0.002720557943183007,-0.060996296401578845
80360,-0.002732036716897509,-0.06064829738406282
80361,-0.0028186451770853362,-0.060744280798013625
80362,-0.0029099884974227454,-0.060992333858776955
80363,-0.0029199727984937133,-0.061136095000444445
80364,-0.0028267691511830147,-0.06118323452427724
80365,-0.0027548885751962453,-0.06119394779970267
80366,-0.002793973400113788,-0.061205423952239296
80367,-0.0028740477856056754,-0.061398554331931136
80368,-0.002889910753745984,-0.06168360074943838
80369,-0.002816958881509281,-0.06158587067629627
80370,-0.0027370570757844284,-0.06109969856850384
80371,-0.0027372800624685645,-0.06076035405818145
